"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
1541,IDJKT,JKT74,MRTU2187210,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:02",,,,770,"38554","219",,,,
1542,IDJKT,JKT74,MRTU2059163,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:03",,,,770,"38554","219",,,,
1543,IDJKT,JKT74,MRLU5211645,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 13:45",,,,770,"40941","219",,,,
1544,IDJKT,JKT74,MRTU9608809,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 13:45",,,,770,"40941","219",,,,
1545,IDJKT,JKT74,SEGU4137618,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 13:48",,,,770,"40941","219",,,,
1546,IDJKT,JKT74,MRTU9607150,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:03",,,,770,"40941","219",,,,
1547,IDJKT,JKT74,MRTU9611660,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:07",,,,770,"40941","219",,,,
1548,IDJKT,JKT74,MRTU9620471,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:07",,,,770,"40941","219",,,,
1549,IDJKT,JKT74,SEGU4912823,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:19",,,,770,"40941","219",,,,
1550,IDJKT,JKT74,MRLU5213139,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:57",,,,770,"40941","219",,,,
1551,IDJKT,JKT64,TXGU8407011,Ht04,"3a","20","3","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 12:46",,,,770,"40969","218",,,,
1552,IDJKT,JKT64,CAJU5085351,Ht06,"3a","20","3","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 12:47",,,,770,"40969","218",,,,
1553,IDJKT,JKT64,MRTU2319810,Ht02,"3a","22","4","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 12:49",,,,770,"40969","218",,,,
1554,IDJKT,JKT64,MRTU2281648,Ht02,"3a","22","4","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 12:50",,,,770,"40969","218",,,,
1555,IDJKT,JKT64,MRTU2139187,Ht04,"3a","24","6","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 15:11",,,,770,"40969","218",,,,
1556,IDJKT,JKT64,MRTU2124253,Ht04,"3a","22","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,,,,,770,"40969","218",,,,
1557,IDJKT,JKT64,FCIU6086505,Ht06,"3a","24","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 15:15",,,,770,"40969","218",,,,
1558,IDJKT,JKT64,MRTU2295528,Ht06,"3a","24","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 15:17",,,,770,"40969","218",,,,
1559,IDJKT,JKT64,MRTU2200076,Ht19,"3a","24","6","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 15:50",,,,770,"40969","218",,,,
1560,IDJKT,JKT64,MRTU2098658,Ht19,"3a","24","3","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 15:52",,,,770,"40969","218",,,,
1561,IDJKT,JKT64,MRTU2194564,Ht02,"3a","24","2","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 15:56",,,,770,"40969","218",,,,
1562,IDJKT,JKT64,MRTU2124926,Ht02,"3a","24","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:01",,,,770,"40969","218",,,,
1563,IDJKT,JKT74,MRTU2010190,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 13:42",,,,770,"40966","219",,,,
1564,IDJKT,JKT74,MRTU2058927,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 13:42",,,,770,"40966","219",,,,
1565,IDJKT,JKT74,MRLU2382768,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:46",,,,770,"40966","219",,,,
1566,IDJKT,JKT74,DFSU3193782,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:47",,,,770,"40966","219",,,,
1567,IDJKT,JKT74,MRTU2298281,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:49",,,,770,"40966","219",,,,
1568,IDJKT,JKT74,MRLU2345506,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:50",,,,770,"40966","219",,,,
1569,IDJKT,JKT74,MRTU2039531,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:50",,,,770,"40966","219",,,,
1570,IDJKT,JKT74,MRTU2099335,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:50",,,,770,"40966","219",,,,
1571,IDJKT,JKT74,MRTU2160230,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:51",,,,770,"40966","219",,,,
1572,IDJKT,JKT74,MRTU2159861,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:51",,,,770,"40966","219",,,,
1573,IDJKT,JKT74,MRTU2197162,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:51",,,,770,"40966","219",,,,
1574,IDJKT,JKT74,MRLU2388513,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:52",,,,770,"40966","219",,,,
1575,IDJKT,JKT74,MRTU2078332,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:52",,,,770,"40966","219",,,,
1576,IDJKT,JKT74,MRTU2275861,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:53",,,,770,"40966","219",,,,
1577,IDJKT,JKT74,MRTU2294162,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:53",,,,770,"40966","219",,,,
1578,IDJKT,JKT74,MRTU2038290,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:54",,,,770,"40966","219",,,,
1579,IDJKT,JKT74,MRTU2124762,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:54",,,,770,"40966","219",,,,
1580,IDJKT,JKT74,MRTU2317817,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:54",,,,770,"40966","219",,,,
1581,IDJKT,JKT74,MRLU2373555,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:55",,,,770,"40966","219",,,,
1582,IDJKT,JKT74,MRTU2137353,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:55",,,,770,"40966","219",,,,
1583,IDJKT,JKT74,MRLU2345091,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:56",,,,770,"40966","219",,,,
1584,IDJKT,JKT74,EMCU3959681,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:56",,,,770,"40966","219",,,,
1585,IDJKT,JKT74,MRTU2024510,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:57",,,,770,"40966","219",,,,
1586,IDJKT,JKT74,DFSU3189530,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:57",,,,770,"40966","219",,,,
1587,IDJKT,JKT74,MRTU2145493,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:58",,,,770,"40966","219",,,,
1588,IDJKT,JKT74,MRTU2191354,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:59",,,,770,"40966","219",,,,
1589,IDJKT,JKT74,MRLU2353353,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:59",,,,770,"40966","219",,,,
1590,IDJKT,JKT74,MRTU2146015,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:59",,,,770,"40966","219",,,,
1591,IDJKT,JKT74,MRLU2355968,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:00",,,,770,"40966","219",,,,
1592,IDJKT,JKT74,MRLU2378557,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:02",,,,770,"40966","219",,,,
1593,IDJKT,JKT74,MRTU2095453,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:04",,,,770,"40966","219",,,,
1594,IDJKT,JKT74,MRTU2071019,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:05",,,,770,"40966","219",,,,
1595,IDJKT,JKT74,MRTU2187210,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:05",,,,770,"40966","219",,,,
1596,IDJKT,JKT74,MRTU2059163,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:06",,,,770,"40966","219",,,,
1597,IDJKT,JKT74,MRTU9603031,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:11",,,,770,"40987","219",,,,
1598,IDJKT,JKT74,MRTU9625350,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:11",,,,770,"40987","219",,,,
1599,IDJKT,JKT74,MRTU9608115,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:00",,,,770,"40987","219",,,,
1600,IDJKT,JKT74,MRTU9657995,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:00",,,,770,"40987","219",,,,
1601,IDJKT,JKT74,MRTU9641788,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:00",,,,770,"40987","219",,,,
1602,IDJKT,JKT74,CRSU9175500,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:05",,,,770,"40987","219",,,,
1603,IDJKT,JKT74,MRTU9621781,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:05",,,,770,"40987","219",,,,
1604,IDJKT,JKT74,TIIU6805856,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:12",,,,770,"40987","219",,,,
1605,IDJKT,JKT74,MRTU9605158,,,,,,"40",OD,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:12",,,,770,"40987","219",,,,
1606,IDJKT,JKT74,SEGU6546180,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:19",,,,770,"40987","219",,,,
1607,IDJKT,JKT74,MRTU9623296,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:19",,,,770,"40987","219",,,,
1608,IDJKT,JKT74,MRTU9618469,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:20",,,,770,"40987","219",,,,
1609,IDJKT,JKT74,TIIU5845031,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:21",,,,770,"40987","219",,,,
1615,IDJKT,JKT74,MRTU9634731,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:32",,,,770,"40987","219",,,,
1616,IDJKT,JKT74,TXGU8955695,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:32",,,,770,"40987","219",,,,
1620,IDJKT,JKT74,HPCU4319901,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:28",,,,770,"40987","219",,,,
1621,IDJKT,JKT74,TCNU1065418,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:37",,,,770,"40987","219",,,,
1622,IDJKT,JKT64,TRHU8911635,HT07,"2A","4","2","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 16:26",,,,770,"40988","218",,,,
1625,IDJKT,JKT64,SEGU3512695,HT29,"2A","11","2","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:03",,,,770,"40988","218",,,,
1626,IDJKT,JKT64,SEGU3513500,HT29,"2A","11","2","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:04",,,,770,"40988","218",,,,
1627,IDJKT,JKT64,FTAU2399939,HT16,"2A","11","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:04",,,,770,"40988","218",,,,
1628,IDJKT,JKT64,SITU2841333,HT16,"2A","11","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:06",,,,770,"40988","218",,,,
1629,IDJKT,JKT64,TCNU3734997,HT16,"3A","2","1","11","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:13",,,,770,"40988","218",,,,
1630,IDJKT,JKT64,ECMU5492071,HT09,"3A","2","1","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 19:15",,,,770,"40988","218",,,,
1631,IDJKT,JKT64,CMAU7912210,HT28,"3A","2","1","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:37",,,,770,"40988","218",,,,
1632,IDJKT,JKT64,SEGU6624153,HT26,"3A","2","1","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:39",,,,770,"40988","218",,,,
1633,IDJKT,JKT64,CMAU9382315,HT10,"3A","2","5","5","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:40",,,,770,"40988","218",,,,
1634,IDJKT,JKT64,TCNU1373196,HT19,"3A","2","4","5","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:41",,,,770,"40988","218",,,,
1635,IDJKT,JKT64,TCKU1008732,B9832,,,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 19:44",,,,770,"40988","218",,,,
1636,IDJKT,JKT74,TEMU5081280,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:45",,,,770,"40986","219",,,,
1637,IDJKT,JKT74,MRTU2204343,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:46",,,,770,"40986","219",,,,
1638,IDJKT,JKT74,MRTU2205458,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:46",,,,770,"40986","219",,,,
1639,IDJKT,JKT74,MRTU2064787,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:46",,,,770,"40986","219",,,,
1640,IDJKT,JKT74,MRTU2021173,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:47",,,,770,"40986","219",,,,
1641,IDJKT,JKT74,MRTU2079112,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:48",,,,770,"40986","219",,,,
1642,IDJKT,JKT74,MRLU2382900,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:48",,,,770,"40986","219",,,,
1643,IDJKT,JKT74,MRTU2142278,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:48",,,,770,"40986","219",,,,
1644,IDJKT,JKT74,MRTU2295507,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:49",,,,770,"40986","219",,,,
1645,IDJKT,JKT74,MRTU2237178,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:49",,,,770,"40986","219",,,,
1646,IDJKT,JKT74,MRTU2111960,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:49",,,,770,"40986","219",,,,
1647,IDJKT,JKT74,MRTU2246821,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:50",,,,770,"40986","219",,,,
1652,IDJKT,JKT74,MRTU2076432,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:13",,,,770,"40986","219",,,,
1653,IDJKT,JKT74,CRSU1526341,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:14",,,,770,"40986","219",,,,
1660,IDJKT,JKT74,MRLU2366263,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:37",,,,770,"40986","219",,,,
1662,IDJKT,JKT74,TLLU8100070,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:39",,,,770,"40986","219",,,,
1663,IDJKT,JKT74,MRLU2382310,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:40",,,,770,"40986","219",,,,
1665,IDJKT,JKT74,MRTU2160287,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:52",,,,770,"40986","219",,,,
1666,IDJKT,JKT64,ONEU2841060,Ht10,"1b","8","4","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 16:48",,,,770,"40993","218",,,,
1667,IDJKT,JKT64,TIIU2800054,Ht10,"1b","8","4","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 16:49",,,,770,"40993","218",,,,
1668,IDJKT,JKT64,MRTU2222809,Ht12,"1b","8","4","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 16:56",,,,770,"40993","218",,,,
1669,IDJKT,JKT64,MRTU2005059,Ht12,"1b","8","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:57",,,,770,"40993","218",,,,
1670,IDJKT,JKT64,MRTU2232129,Ht19,"1b","8","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 16:58",,,,770,"40993","218",,,,
1671,IDJKT,JKT64,MRTU2087020,Ht19,"1b","8","5","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:00",,,,770,"40993","218",,,,
1672,IDJKT,JKT64,MRTU2027382,Ht04,"1b","8","5","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:01",,,,770,"40993","218",,,,
1673,IDJKT,JKT64,MRTU2010538,Ht04,"1b","8","5","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:03",,,,770,"40993","218",,,,
1674,IDJKT,JKT64,SITU2813645,Ht25,"1b","9","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:04",,,,770,"40993","218",,,,
1675,IDJKT,JKT64,BEAU2900689,Ht25,"1b","9","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:05",,,,770,"40993","218",,,,
1676,IDJKT,JKT64,MRLU2379928,Ht30,"1b","9","1","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:46",,,,770,"40993","218",,,,
1677,IDJKT,JKT64,TLLU3249586,Ht30,"1b","9","1","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:48",,,,770,"40993","218",,,,
1678,IDJKT,JKT64,TIIU2508757,Ht11,"1b","9","1","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:51",,,,770,"40993","218",,,,
1679,IDJKT,JKT64,BEAU2677446,Ht11,"1b","9","6","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:52",,,,770,"40993","218",,,,
1680,IDJKT,JKT64,TEMU5303710,Ht24,"1b","9","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:54",,,,770,"40993","218",,,,
1681,IDJKT,JKT64,TRHU3131847,Ht24,"1b","9","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:55",,,,770,"40993","218",,,,
1682,IDJKT,JKT64,NYKU3664548,Ht14,"1b","9","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:56",,,,770,"40993","218",,,,
1683,IDJKT,JKT64,SITU2695007,Ht14,"1b","9","6","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:57",,,,770,"40993","218",,,,
1684,IDJKT,JKT64,DFSU3191619,Ht09,"1b","9","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 17:58",,,,770,"40993","218",,,,
1685,IDJKT,JKT64,FTAU2428600,Ht09,"1b","9","4","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 17:59",,,,770,"40993","218",,,,
1686,IDJKT,JKT64,CXDU2067703,Ht13,"1b","4","5","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 18:04",,,,770,"40993","218",,,,
1687,IDJKT,JKT64,CMAU7183865,Ht10,"1b","4","5","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 18:05",,,,770,"40993","218",,,,
1688,IDJKT,JKT64,GESU6764274,Ht12,"1b","12","2","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 19:54",,,,770,"40993","218",,,,
1689,IDJKT,JKT64,MRTU2305518,Ht01,"1b","15","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 19:58",,,,770,"40993","218",,,,
1690,IDJKT,JKT64,MRTU2289952,Ht01,"1b","15","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 19:59",,,,770,"40993","218",,,,
1691,IDJKT,JKT64,MRTU2250565,Ht07,"1b","15","1","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:02",,,,770,"40993","218",,,,
1692,IDJKT,JKT64,MRTU2081974,Ht07,"1b","15","1","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:03",,,,770,"40993","218",,,,
1693,IDJKT,JKT64,MRTU2099227,Ht04,"1b","15","1","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:06",,,,770,"40993","218",,,,
1694,IDJKT,JKT64,MRTU2215707,Ht04,"1b","15","5","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:07",,,,770,"40993","218",,,,
1695,IDJKT,JKT64,MRTU2218666,Ht09,"1b","14","2","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:09",,,,770,"40993","218",,,,
1696,IDJKT,JKT64,MRTU2285807,Ht09,"1b","14","2","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:10",,,,770,"40993","218",,,,
1702,IDJKT,JKT74,MRTU2148105,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:18",,,,770,"41001","219",,,,
1705,IDJKT,JKT74,BMOU6046470,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:20",,,,770,"41001","219",,,,
1708,IDJKT,JKT74,MRTU2273637,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:22",,,,770,"41001","219",,,,
1712,IDJKT,JKT74,MRTU9649520,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:29",,,,770,"41001","219",,,,
1713,IDJKT,JKT74,MRTU9629611,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:29",,,,770,"41001","219",,,,
1716,IDJKT,JKT74,MRTU2085753,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:30",,,,770,"41001","219",,,,
1718,IDJKT,JKT74,MRTU2278599,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:31",,,,770,"41001","219",,,,
1723,IDJKT,JKT74,TXGU8926505,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:58",,,,770,"41001","219",,,,
1726,IDJKT,JKT74,MRTU9629988,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:00",,,,770,"41001","219",,,,
1727,IDJKT,JKT74,SPNU4630570,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:58",,,,770,"41001","219",,,,
1728,IDJKT,JKT64,CMAU8750747,H13,"2a","4","1","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:07",,,,770,"40997","218",,,,
1729,IDJKT,JKT64,MRTU2106579,H19,"1a","10","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:58",,,,770,"40997","218",,,,
1730,IDJKT,JKT64,CEOU2144235,H19,"1a","10","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:59",,,,770,"40997","218",,,,
1731,IDJKT,JKT64,CAAU2947570,H30,"1a","10","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:01",,,,770,"40997","218",,,,
1732,IDJKT,JKT64,MRTU2089213,H30,"1a","10","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:02",,,,770,"40997","218",,,,
1733,IDJKT,JKT64,MRTU2132670,H06,"2a","11","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:05",,,,770,"40997","218",,,,
1734,IDJKT,JKT64,MRTU2092496,H06,"2a","11","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:06",,,,770,"40997","218",,,,
1735,IDJKT,JKT64,HPCU2224896,H25,"2a","11","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:16",,,,770,"40997","218",,,,
1736,IDJKT,JKT64,MRTU2049308,H25,"2a","11","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:17",,,,770,"40997","218",,,,
1737,IDJKT,JKT64,MCCU1108700,H27,"2a","12","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:19",,,,770,"40997","218",,,,
1738,IDJKT,JKT64,MRLU2354576,H27,"2a","11","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:20",,,,770,"40997","218",,,,
1739,IDJKT,JKT64,MRTU2029220,H29,"2a","11","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:23",,,,770,"40997","218",,,,
1740,IDJKT,JKT64,MRTU2041441,H29,"2a","11","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:24",,,,770,"40997","218",,,,
1741,IDJKT,JKT64,MRTU2305210,H16,"2a","11","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:26",,,,770,"40997","218",,,,
1742,IDJKT,JKT64,TRHU3352200,H16,"2a","11","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:27",,,,770,"40997","218",,,,
